date,symbol,side,shares,price
2024-01-02,AVGO,buy,188.83201108281625,105.91424560546876
2024-01-02,MS,buy,229.40927007939325,87.18043518066406
2024-01-02,COF,buy,156.44526265860029,127.84024047851562
2024-01-02,AMD,buy,144.32096793000733,138.5800018310547
2024-01-02,CAT,buy,70.59377389996813,282.6031799316406
2024-01-09,MS,sell,229.40927007939325,85.47210693359375
2024-01-09,COF,sell,156.44526265860029,128.63375854492188
2024-01-09,AMD,sell,8.796740966824188,149.25999450683594
2024-01-09,AVGO,buy,2.665865877248706,105.63221740722656
2024-01-09,MRK,buy,183.4112971421977,110.2895278930664
2024-01-09,AMGN,buy,70.51680908156682,286.8584899902344
2024-01-09,CAT,buy,0.9423199700031072,282.19769287109375
2024-01-17,AVGO,sell,191.49787696006496,107.69901275634766
2024-01-17,CAT,sell,71.53609386997124,269.0093688964844
2024-01-17,AMD,sell,8.445469055134538,160.1699981689453
2024-01-17,NVDA,buy,363.34618595438707,56.01876449584961
2024-01-17,MRK,buy,1.6098445195645184,110.0101547241211
2024-01-17,ISRG,buy,56.715905440567475,358.8800048828125
2024-01-17,AMGN,buy,1.0356641924402832,283.8896179199219
2024-01-24,MRK,sell,185.02114166176221,110.70858764648438
2024-01-24,AMGN,sell,71.5524732740071,285.21533203125
2024-01-24,ISRG,sell,56.715905440567475,370.0700073242187
2024-01-24,AMD,sell,7.252574430659365,178.2899932861328
2024-01-24,NVDA,sell,14.973125098374794,61.32451629638672
2024-01-24,PANW,buy,125.58082565761976,170.1199951171875
2024-01-24,VZ,buy,599.1875443519338,35.65462875366211
2024-01-24,NFLX,buy,390.9143509446118,54.48699951171875
2024-01-31,VZ,sell,599.1875443519338,36.57881546020508
2024-01-31,NVDA,sell,1.192857098103957,61.489410400390625
2024-01-31,AMD,buy,7.479593378452762,167.69000244140625
2024-01-31,NFLX,sell,12.479182318164192,56.4109992980957
2024-01-31,PANW,buy,0.5478288335249317,169.2550048828125
2024-01-31,ISRG,buy,56.383116765027474,378.2200012207031
2024-02-07,AMD,sell,127.305776855842,170.94000244140625
2024-02-07,NFLX,sell,378.4351686264476,55.93000030517578
2024-02-07,NVDA,sell,26.569443838899417,70.0561752319336
2024-02-07,META,buy,48.20593294713358,465.93359375
2024-02-07,PANW,sell,2.887153376579647,182.25
2024-02-07,ISRG,buy,1.005516527198857,391.3800048828125
2024-02-07,UBER,buy,317.27488568997694,70.6500015258789
2024-02-14,PANW,sell,123.24150111456504,184.1649932861328
2024-02-14,ISRG,sell,57.38863329222633,381.760009765625
2024-02-14,NVDA,sell,6.389910476365287,73.8548583984375
2024-02-14,META,buy,1.2127050918587159,469.5948181152344
2024-02-14,UBER,sell,24.075442935253704,79.1500015258789
2024-02-14,DIS,buy,212.22731833665182,109.3484878540039
2024-02-14,LRCX,buy,258.1403436698479,89.7177734375
2024-02-22,DIS,sell,212.22731833665182,105.5062026977539
2024-02-22,LRCX,sell,258.1403436698479,92.52578735351562
2024-02-22,NVDA,sell,14.362078926702168,78.49002075195312
2024-02-22,META,sell,0.6755511208620746,482.8565979003906
2024-02-22,UBER,buy,8.427130212698216,78.02999877929688
2024-02-22,LLY,buy,31.00700430268315,759.0517578125
2024-02-22,GE,buy,196.72405056331763,119.39676666259766
2024-02-29,LLY,sell,31.00700430268315,743.3112182617188
2024-02-29,NVDA,buy,0.5605828516863767,79.06367492675781
2024-02-29,AMAT,buy,115.9672892361892,198.16360473632812
2024-02-29,UBER,sell,2.8560308747810836,79.5
2024-02-29,GE,sell,4.407471660871238,123.50603485107422
2024-03-07,META,sell,48.743086918130224,508.7411193847656
2024-03-07,UBER,sell,298.77054209264037,79.41000366210938
2024-03-07,NVDA,sell,27.125008391071447,92.61672973632812
2024-03-07,AMAT,buy,5.161161707578401,208.96517944335935
2024-03-07,AMD,buy,119.74466790836307,211.3800048828125
2024-03-07,QCOM,buy,150.37422473171821,168.32424926757812
2024-03-07,GE,buy,0.4049329546457567,131.0711669921875
2024-03-14,AMAT,sell,121.1284509437676,197.3085174560547
2024-03-14,AMD,sell,119.74466790836307,187.05999755859375
2024-03-14,QCOM,sell,150.37422473171821,161.36024475097656
2024-03-14,NVDA,sell,0.5062390522145392,87.89440155029297
2024-03-14,WFC,buy,437.37835393759025,54.81877899169922
2024-03-14,FCX,buy,569.6385497180089,42.0908088684082
2024-03-14,TGT,buy,148.17656796676513,152.4152069091797
2024-03-14,GE,sell,10.068049471582725,131.26795959472656
2024-03-21,WFC,sell,437.37835393759025,55.27743148803711
2024-03-21,TGT,sell,148.17656796676513,157.85098266601562
2024-03-21,MU,buy,229.0473984349853,108.97965240478516
2024-03-21,FCX,sell,14.048880958960012,44.92795181274414
2024-03-21,GE,sell,3.1433720408018644,139.05349731445312
2024-03-21,NVDA,buy,0.36322724722953126,91.38343048095705
2024-03-21,ORCL,buy,197.85521609720357,125.91143798828124
2024-03-28,NVDA,sell,273.15133317157137,90.30504608154295
2024-03-28,GE,sell,179.51009034470755,138.1796875
2024-03-28,ORCL,sell,197.85521609720357,122.59310913085938
