date,symbol,side,shares,price
2024-01-02,AVGO,buy,188.83199748054963,105.91425323486328
2024-01-02,MS,buy,228.1830192433673,87.64894104003906
2024-01-02,COF,buy,156.44524398556769,127.84025573730467
2024-01-02,AMD,buy,144.32096793000733,138.5800018310547
2024-01-02,CAT,buy,70.59377389996813,282.6031799316406
2024-01-09,MS,sell,228.1830192433673,85.93143463134766
2024-01-09,COF,sell,156.44524398556769,128.6337432861328
2024-01-09,AMD,sell,8.796750518408828,149.25999450683594
2024-01-09,AVGO,buy,2.665879814104386,105.63220977783205
2024-01-09,MRK,buy,183.4112842155899,110.2895278930664
2024-01-09,AMGN,buy,70.51681161359171,286.85845947265625
2024-01-09,CAT,buy,0.9423149279855552,282.19769287109375
2024-01-17,AVGO,sell,191.49787729465402,107.69902801513672
2024-01-17,CAT,sell,71.53608882795368,269.00933837890625
2024-01-17,AMD,sell,8.445464765252424,160.1699981689453
2024-01-17,NVDA,buy,363.3461709100195,56.01876449584961
2024-01-17,MRK,buy,1.6098626168989938,110.01014709472656
2024-01-17,ISRG,buy,56.71590309224249,358.8800048828125
2024-01-17,AMGN,buy,1.0356586962386678,283.8896179199219
2024-01-24,MRK,sell,185.02114683248888,110.7085952758789
2024-01-24,AMGN,sell,71.55247030983038,285.2153625488281
2024-01-24,ISRG,sell,56.71590309224249,370.0700073242187
2024-01-24,AMD,sell,7.25256850433118,178.2899932861328
2024-01-24,NVDA,sell,14.973108121727762,61.32451629638672
2024-01-24,PANW,buy,125.58082635416399,170.1199951171875
2024-01-24,VZ,buy,599.1874835681638,35.654632568359375
2024-01-24,NFLX,buy,390.9143531128499,54.48699951171875
2024-01-31,VZ,sell,599.1874835681638,36.578819274902344
2024-01-31,NVDA,sell,1.1928745133953953,61.48941421508789
2024-01-31,AMD,buy,7.479594934269784,167.69000244140625
2024-01-31,NFLX,sell,12.479177885809406,56.4109992980957
2024-01-31,PANW,buy,0.5478303368922326,169.2550048828125
2024-01-31,ISRG,buy,56.38311774715111,378.2200012207031
2024-02-07,AMD,sell,127.30577907628468,170.94000244140625
2024-02-07,NFLX,sell,378.4351752270405,55.93000030517578
2024-02-07,NVDA,sell,26.569427073001293,70.0561752319336
2024-02-07,META,buy,48.20593314002394,465.93359375
2024-02-07,PANW,sell,2.887155083354841,182.25
2024-02-07,ISRG,buy,1.0055157747090746,391.3800048828125
2024-02-07,UBER,buy,317.27488696370324,70.6500015258789
2024-02-14,PANW,sell,123.24150160770138,184.1649932861328
2024-02-14,ISRG,sell,57.388633521860186,381.760009765625
2024-02-14,NVDA,sell,6.3899323530285415,73.85486602783203
2024-02-14,META,buy,1.2127035536108295,469.5948486328125
2024-02-14,UBER,sell,24.075433136785875,79.1500015258789
2024-02-14,DIS,buy,212.227326351067,109.3484878540039
